sample_id,r_inner_mm,wall_ratio_ro_ri,p_internal_MPa,p_external_MPa,E_GPa,poisson,yield_MPa,hoop_stress_inner_MPa,hoop_stress_outer_MPa,axial_stress_MPa,von_mises_inner_MPa,tresca_inner_MPa,radial_disp_inner_um,radial_disp_outer_um,safety_factor_vm,split
2501,38.4033,2.30251,49.9872,5.42627,145.478,0.308603,542.252,59.853,15.2921,4.93294,95.1244,109.84,19.4703,9.38737,5.70045,train
2502,88.1816,2.21581,11.4235,5.15318,135.331,0.349893,277.709,4.32463,-1.9457,-3.54944,13.6383,15.7481,6.23159,1.58717,20.3624,test
2503,137.271,2.51221,126.142,4.56666,115.973,0.298179,676.62,162.79,41.2141,18.3237,250.223,288.932,230.739,110.355,2.70407,train
2504,35.1273,1.85943,29.188,15.4507,197.67,0.28902,338.54,9.46639,-4.27086,-9.86079,33.4757,38.6544,3.68782,1.00606,10.113,train
2505,44.7746,2.8166,43.3814,3.37427,195.376,0.266111,393.173,48.1735,8.16639,2.39606,79.2889,91.5549,13.5395,5.43931,4.95874,train
2506,84.2646,1.57767,131.982,6.78996,153.774,0.281042,726.452,286.554,161.362,77.2861,362.463,418.536,165.449,122.374,2.00421,train
2507,119.717,1.26457,57.5289,2.98249,118.683,0.342587,591.673,233.647,179.1,88.0589,252.165,291.176,225.132,191.28,2.34637,train
2508,102.093,2.50425,18.4747,15.675,98.3441,0.284897,556.358,-11.813,-14.6127,-15.1439,5.76915,6.66164,-2.32041,-15.1629,96.4369,test
2509,135.038,1.49879,62.0424,5.79117,160.941,0.331851,567.132,140.723,84.4717,39.3403,175.6,202.765,124.395,92.2279,3.22968,train
2510,23.7044,2.5916,97.4059,19.305,125.818,0.258131,487.779,86.1211,8.02018,-5.6424,158.939,183.527,21.2369,7.06025,3.06897,test
2511,27.1807,2.54257,106.119,14.402,105.255,0.251667,618.534,110.882,19.1655,2.38175,187.929,217.001,35.3758,14.57,3.29132,train
2512,147.794,1.67408,107.288,25.0171,86.5768,0.336113,888.828,148.538,66.2668,20.6249,221.552,255.826,303.292,193.596,4.01183,train
2513,96.3862,1.3627,138.092,11.634,118.114,0.268182,370.244,409.956,283.498,135.932,474.624,548.049,335.016,278.189,0.780077,train
2514,33.4775,1.44948,26.2067,13.4244,185.256,0.310105,268.091,22.5772,9.79493,-1.81473,42.2481,48.7839,5.6502,3.80347,6.34563,test
2515,120.824,2.62262,29.0774,3.86658,130.866,0.342486,458.343,29.9221,4.71126,0.422338,51.095,58.9995,36.6867,14.2639,8.97041,train
2516,116.593,2.17933,36.5603,22.2289,111.081,0.325291,809.793,-0.252858,-14.5843,-18.4066,31.4432,36.3075,18.502,-3.12459,25.7542,test
2517,133.181,1.52007,127.009,2.53483,208.469,0.254054,737.088,311.886,187.412,92.4387,380.094,438.895,204.86,159.816,1.93922,train
2518,167.311,2.60698,125.726,27.6104,178.988,0.254376,613.846,104.359,6.24375,-10.6833,199.259,230.084,129.986,38.9533,3.08064,train
2519,151.193,1.89928,14.2254,25.5305,171.735,0.252678,369.668,-45.5076,-34.2025,-29.8665,27.0911,31.2822,-30.2557,-33.7845,13.6454,train
2520,57.6771,2.93981,66.3187,11.2637,81.9665,0.323038,619.008,58.1989,3.14392,-4.05988,107.835,124.518,56.9504,16.7436,5.74031,test
2521,52.415,1.87884,41.7198,28.5273,124.694,0.296716,813.276,-4.90601,-18.0986,-23.3129,31.8817,36.8138,6.04894,-2.1456,25.5092,train
2522,164.336,2.66279,97.7378,25.7765,90.325,0.331699,418.436,69.8156,-2.1456,-13.9611,145.106,167.553,194.43,53.462,2.88367,test
2523,181.813,1.1298,73.0673,22.8478,104.951,0.303732,816.117,390.689,340.469,158.811,401.624,463.756,631.701,585.551,2.03204,train
2524,136.482,2.89083,67.0618,14.1361,201.129,0.283824,647.646,53.1776,0.251879,-6.94213,104.13,120.239,50.3381,12.2297,6.21956,train
2525,184.181,2.59968,109.203,2.28995,163.42,0.330492,751.69,141.756,34.8432,16.2766,217.337,250.959,194.379,88.5457,3.45863,train
2526,109.391,1.87486,139.999,5.44897,206.935,0.317387,400.126,236.094,101.544,48.0476,325.706,376.093,140.232,87.2402,1.22849,train
2527,25.214,2.08712,20.6117,25.9526,111.828,0.259592,562.091,-34.4763,-29.1354,-27.544,12.0071,13.8646,-4.95485,-7.17558,46.8133,test
2528,50.7167,2.5474,132.282,26.9735,137.779,0.293652,782.906,116.705,11.3958,-7.78883,215.629,248.987,58.0999,20.2579,3.6308,train
2529,32.5922,2.26568,93.7242,29.8621,100.786,0.302109,367.109,64.9011,1.03901,-14.4116,137.374,158.625,31.5523,10.5612,2.67234,test
2530,86.6245,1.94963,103.794,15.3028,120.02,0.315058,865.29,136.372,47.8815,16.2894,207.99,240.166,118.325,66.9388,4.16026,test
2531,76.5949,1.59606,122.347,6.38366,148.434,0.33131,627.178,259.461,143.498,68.557,330.655,381.807,143.082,101.219,1.89678,test
2532,154.944,1.20973,69.9551,14.0278,196.677,0.321284,460.325,283.257,227.329,106.651,305.89,353.212,213.865,188.293,1.50487,train
2533,141.043,2.3064,132.076,26.5401,105.648,0.285442,302.202,127.861,22.325,-2.10752,225.113,259.938,221.831,93.9196,1.34245,train
2534,63.7496,2.50481,67.3851,6.77094,195.512,0.270224,831.301,76.829,16.2148,4.72194,124.893,144.214,30.5725,13.6953,6.6561,train
2535,150.198,1.61496,72.9282,5.25086,156.739,0.260039,678.762,146.598,78.9202,36.8347,190.115,219.526,149.474,109.424,3.57027,train
2536,39.3549,1.3147,96.7667,7.50357,103.697,0.257488,578.887,326.845,237.581,115.039,366.858,423.611,122.257,104.725,1.57796,train
2537,183.896,2.7711,94.8834,22.2713,74.6254,0.263573,756.444,72.0843,-0.527788,-11.3995,144.598,166.968,246.666,56.9985,5.23135,train
2538,198.737,2.33388,33.0366,20.4447,150.373,0.285063,602.12,-2.18959,-14.7816,-17.6131,26.7143,30.8471,16.1883,-12.1305,22.5392,train
2539,133.475,2.96313,47.4747,26.0534,76.9779,0.272843,432.962,0.874482,-20.5468,-23.3001,41.8716,48.3492,34.9993,-36.3814,10.3402,train
2540,159.451,1.66441,56.9008,26.7329,164.859,0.325111,560.858,37.5182,7.35031,-9.69131,81.7693,94.4191,57.2272,30.8958,6.85903,train
2541,95.3892,1.78464,78.3334,6.09226,160.81,0.267184,475.679,132.276,60.0345,26.9711,182.393,210.609,86.6035,57.6477,2.60799,train
2542,156.812,2.33956,70.4909,25.8462,172.453,0.270513,744.792,38.758,-5.8867,-15.8665,94.6124,109.249,56.4848,11.4816,7.87204,train
2543,149.293,1.46882,44.7363,13.2459,119.591,0.346898,587.694,72.6589,41.1686,13.9613,101.667,117.395,104.032,75.0324,5.78056,train
2544,154.52,2.76257,35.9372,1.57853,199.509,0.254696,616.534,43.1419,8.78327,3.60237,68.4845,79.0791,39.7918,17.6899,9.00253,train
2545,182.147,1.50498,31.2811,9.84353,182.063,0.265419,462.539,45.4883,24.0507,7.10359,66.4842,76.7694,51.9293,37.3075,6.95713,train
2546,164.074,1.12675,66.4485,15.4365,75.94,0.313056,381.866,414.06,363.048,173.806,416.132,480.508,821.995,763.119,0.917655,test
2547,53.814,1.22299,144.39,22.438,142.448,0.320829,542.703,591.549,469.597,223.579,637.342,735.939,213.877,187.148,0.851511,train
2548,109.571,2.61182,95.9121,1.71334,114.293,0.261161,449.447,124.847,30.6484,14.4675,191.183,220.759,140.08,68.4002,2.35087,train
2549,109.916,2.76168,54.2273,26.9375,128.151,0.313191,518.027,8.58845,-18.7014,-22.8194,54.4,62.8157,28.0631,-7.38553,9.52255,test
2550,108.801,1.29414,127.945,7.38375,86.9391,0.297504,428.111,470.503,349.942,171.279,518.271,598.448,572.681,487.783,0.826036,train
2551,172.66,2.47904,143.937,28.603,157.509,0.345793,534.143,131.559,16.2248,-6.18908,238.586,275.496,201.121,76.7854,2.23878,train
2552,79.6323,1.61437,117.376,17.0837,85.8717,0.25385,376.996,208.09,107.798,45.3571,281.861,325.466,209.924,150.636,1.33752,train
2553,132.959,1.38413,78.7749,5.22308,146.025,0.255194,614.035,228.953,155.401,75.0891,266.5,307.728,209.322,173.379,2.30407,train
2554,164.052,2.62323,9.92409,2.42898,108.698,0.272043,669.91,7.6149,0.119794,-1.15459,15.1892,17.539,16.0415,4.33395,44.1044,train
2555,193.635,1.8522,68.1547,15.5396,136.896,0.342811,331.287,80.3687,27.7536,6.10697,128.625,148.523,143.765,81.1824,2.5756,test
2556,71.3854,2.09575,39.2915,4.55929,124.448,0.310264,323.619,50.6509,15.9187,5.67969,77.8924,89.9425,35.0362,18.7189,4.15469,test
2557,112.874,2.41619,112.025,16.5585,94.8648,0.323838,455.639,118.374,22.907,3.17427,199.531,230.399,182.788,78.316,2.28355,train
2558,83.8011,2.69047,15.3963,9.37427,105.933,0.287553,257.901,-1.42172,-7.44373,-8.409,12.1023,13.9746,4.29044,-4.95928,21.31,train
2559,116.91,1.48348,25.7922,0.0201518,179.613,0.301457,452.078,68.6794,42.9074,21.4436,81.8148,94.4716,45.5569,35.1954,5.52563,train
2560,27.0376,2.85763,51.3195,13.63,179.384,0.296775,537.599,34.5786,-3.111,-8.37048,74.3899,85.8981,7.88183,1.47225,7.22677,train
2561,125.254,2.07702,47.4107,19.6837,178.723,0.267038,659.225,24.7765,-2.9505,-11.3171,62.516,72.1872,28.3549,7.75547,10.5449,train
2562,145.369,2.80378,138.919,5.21817,205.082,0.348797,517.459,167.456,33.755,14.2684,265.329,306.376,149.517,60.8116,1.95025,train
2563,110.957,2.45873,40.591,7.59981,204.827,0.255086,388.826,38.4693,5.47807,-1.06087,68.4683,79.0603,26.5948,10.2389,5.67892,train
2564,38.9782,2.23092,133.024,5.90817,167.064,0.307412,696.399,185.133,58.0172,26.0545,275.532,318.157,50.866,26.9745,2.52747,train
2565,80.4446,2.85445,53.001,6.68139,197.074,0.28702,466.274,52.5986,6.27898,-0.201203,91.452,105.6,27.7036,9.61781,5.09857,train
2566,146.201,2.3545,80.2032,28.0175,74.5022,0.346278,521.318,47.1389,-5.0468,-16.5322,110.281,127.342,158.239,47.9589,4.72716,train
2567,40.7021,1.3788,50.8669,13.8011,82.3189,0.281896,550.881,105.535,68.4688,27.3338,135.448,156.401,55.4611,44.0771,4.06712,test
2568,134.516,2.20618,95.9965,16.4018,118.746,0.307797,262.249,104.356,24.7617,4.17999,173.511,200.353,150.23,71.2855,1.51143,train
2569,101.791,1.69967,45.9353,5.78678,148.028,0.286205,303.149,76.8724,36.7238,15.4685,106.355,122.808,58.8571,39.6831,2.85036,train
2570,97.5964,1.82864,7.29707,2.57488,176.639,0.279034,566.083,6.17661,1.45443,-0.560226,11.6686,13.4737,4.62408,2.35336,48.5135,train
2571,103.024,2.48555,31.9878,5.30434,121.558,0.293559,468.909,31.6856,5.00222,-0.151063,55.1428,63.6734,34.8507,13.9112,8.50354,train
2572,33.9613,2.12865,57.4057,3.32558,153.019,0.279718,339.828,81.3848,27.3046,11.9895,120.196,138.79,20.8821,11.7548,2.82728,train
2573,73.4262,1.78747,130.512,8.91895,164.911,0.271807,859.781,223.463,101.87,46.4755,306.551,353.975,109.667,72.9505,2.80469,test
2574,58.8494,1.7925,89.2372,20.5434,109.088,0.299797,786.781,110.231,41.5368,10.4967,172.744,199.468,72.2005,43.0785,4.5546,train
2575,116.112,1.65606,10.6376,21.376,172.612,0.312037,404.347,-44.4393,-33.701,-27.5385,29.2731,33.8017,-21.8801,-20.5396,13.8129,train
2576,34.0866,2.06664,27.789,26.3202,80.4934,0.253812,259.611,-23.9532,-25.4221,-25.8711,3.32194,3.83585,-4.37598,-10.6553,78.1504,train
2577,167.618,1.75232,96.2569,1.15581,143.105,0.334826,571.331,185.803,90.7016,44.7729,244.271,282.06,237.82,156.188,2.33892,train
2578,176.566,2.08215,59.2222,7.80177,77.9841,0.273192,280.135,74.4522,23.0318,7.61502,115.765,133.674,200.491,108.818,2.41985,test
2579,185.977,2.6313,57.1283,19.6168,95.7839,0.306182,766.132,30.5596,-6.95196,-13.2844,75.9399,87.6879,101.195,15.9493,10.0887,train
2580,22.1566,1.607,39.8993,17.5318,80.2235,0.25712,723.304,33.105,10.7376,-3.39715,63.2236,73.0043,12.2177,7.15402,11.4404,train
2581,158.326,2.84629,59.5231,7.36839,103.967,0.343805,560.26,59.4749,7.3202,-0.0240974,103.055,118.998,121.747,42.7454,5.4365,test
2582,179.819,2.5932,149.899,27.7613,137.133,0.290262,873.264,137.047,14.9091,-6.42609,248.503,286.946,239.206,84.4404,3.5141,train
2583,199.288,2.57197,31.0474,13.0049,158.081,0.330813,665.763,11.4641,-6.57837,-9.79161,36.816,42.5115,31.4842,3.12243,18.0835,train
2584,172.862,1.85846,68.914,23.0279,92.7522,0.311511,725.281,60.2569,14.3708,-4.32856,111.865,129.171,154.822,79.2909,6.48352,train
2585,64.3947,1.23826,141.279,23.875,134.044,0.344038,707.6,533.827,416.422,196.274,584.659,675.106,247.362,212.432,1.21028,train
2586,115.449,2.57427,91.4011,5.03041,132.081,0.332385,595.159,112.04,25.669,10.3193,176.185,203.441,121.488,53.8023,3.37803,test
2587,94.7802,2.16259,138.773,28.2992,80.3282,0.337971,721.344,142.267,31.7934,1.74708,243.388,281.04,222.506,104.024,2.96376,train
2588,77.8764,2.61423,57.8601,4.97107,107.758,0.312113,693.623,66.0488,13.1597,4.09432,107.308,123.909,59.8606,25.3794,6.46384,train
2589,161.558,1.4131,113.631,28.4674,164.121,0.348766,400.292,227.56,142.397,56.9646,295.48,341.191,243.461,184.253,1.35472,test
2590,153.886,2.49114,82.9573,21.6246,86.7509,0.268659,880.875,63.2713,1.93864,-9.84299,126.638,146.229,156.462,45.9254,6.95587,test
2591,164.713,2.99336,59.2845,0.703009,149.481,0.276476,733.108,72.5972,14.0156,6.65631,114.213,131.882,96.0283,40.8001,6.41879,train
2592,36.9747,2.3264,133.523,9.58119,86.3353,0.33651,252.182,170.543,46.6012,18.51,263.33,304.067,89.6138,43.4363,0.957665,train
2593,111.824,1.40083,37.9295,17.1999,162.486,0.295472,868.156,46.6126,25.883,4.34157,73.2156,84.5421,38.909,28.6154,11.8575,test
2594,76.7413,2.55635,85.199,6.27202,89.3319,0.332012,821.907,101.175,22.2477,7.98782,161.404,186.374,108.937,47.606,5.09223,train
2595,35.5069,1.54066,26.3712,24.3424,134.555,0.265048,472.072,-19.3596,-21.3885,-22.8654,6.07218,7.01155,-1.66499,-3.60863,77.7434,train
2596,115.756,2.78668,52.6601,0.608844,167.716,0.315671,752.892,66.8295,14.7782,7.08468,103.481,119.49,56.055,24.4919,7.27565,train
2597,97.928,1.11027,22.7877,12.5742,184.676,0.25419,506.206,85.4203,75.2068,31.3163,93.7109,108.208,44.1462,41.4727,5.40178,train
2598,70.8902,2.76475,7.04543,0.181464,198.753,0.26346,287.481,8.74877,1.8848,0.85167,13.6782,15.7942,3.7025,1.68452,21.0175,test
2599,195.131,1.98629,126.014,27.19,153.331,0.284978,702.861,138.738,39.9147,6.36235,229.282,264.752,219.954,115.899,3.06549,train
2600,160.331,1.69688,63.2128,12.8155,199.743,0.260764,465.794,91.2126,40.8154,13.9999,133.736,154.425,83.5157,55.1723,3.48293,train
2601,190.371,2.73005,48.6068,0.674156,111.972,0.267334,706.459,62.114,14.1813,6.75359,95.887,110.721,124.627,58.2797,7.36762,train
2602,163.513,2.68529,134.601,4.019,80.9783,0.34074,822.239,168.613,38.031,17.006,262.591,303.214,421.376,182.218,3.13125,train
2603,39.9899,1.29073,61.5176,24.0275,177.558,0.277338,569.271,126.049,88.5589,32.2657,162.437,187.567,30.216,25.0798,3.50455,train
2604,29.0857,1.13815,63.864,23.1409,159.609,0.25064,370.82,293.319,252.595,114.727,309.329,357.183,51.1286,47.6287,1.19879,train
2605,181.442,1.39045,92.2246,10.8158,94.0619,0.302073,462.766,245.036,163.627,76.4056,292.076,337.26,481.881,385.727,1.5844,train
2606,120.576,1.23025,124.818,0.472641,171.627,0.27934,512.951,608.164,483.818,241.673,634.781,732.982,404.332,359.935,0.808074,train
2607,20.3579,1.59947,131.331,5.61482,167.937,0.287837,518.995,281.452,155.736,75.0607,357.481,412.783,36.082,26.3204,1.45181,train
2608,50.9377,1.261,6.12652,0.886812,171.86,0.286875,497.727,22.1112,16.8715,7.99234,24.4546,28.2377,6.39492,5.54384,20.3531,train
2609,140.661,2.70086,143.786,0.819429,133.447,0.311405,495.335,187.572,44.6053,21.893,286.964,331.357,237.722,108.303,1.72612,train
2610,138.235,2.68677,25.6549,28.5733,146.101,0.269328,838.025,-32.4303,-29.5119,-29.0426,5.86767,6.7754,-16.7459,-35.5754,142.821,train
2611,35.7647,1.70588,21.8474,15.1484,121.102,0.29231,285.002,-1.4347,-8.13375,-11.6411,17.6779,20.4127,2.46726,-0.152609,16.1219,test
2612,186.123,1.28192,44.2217,7.86603,115.646,0.310197,802.402,141.513,105.157,48.6456,160.851,185.735,225.544,190.856,4.98848,train
2613,78.0653,1.72868,74.6529,27.9283,80.4284,0.311115,636.702,65.7953,19.0707,-4.42881,121.632,140.448,87.7429,48.8894,5.23467,test
2614,57.1918,1.62049,110.012,11.3589,201.42,0.303222,453.674,208.638,109.985,49.3132,275.959,318.65,64.4674,45.3119,1.64399,test
2615,90.8605,1.14321,84.6528,1.51893,188.558,0.280792,345.642,623.32,540.187,269.334,613.123,707.973,275.372,256.152,0.563739,test
2616,104.704,1.44038,32.7841,7.44055,161.062,0.325584,791.549,65.0677,39.7241,16.1418,84.7422,97.8518,45.8221,34.5437,9.34067,train
2617,26.0008,2.43391,8.61422,27.8326,78.7871,0.334871,502.096,-54.857,-35.6387,-31.7356,40.0474,46.2428,-13.6444,-12.6034,12.5375,train
2618,65.0592,1.36199,93.8223,23.6881,82.7029,0.277465,870.164,210.502,140.368,58.3397,263.552,304.324,173.338,140.092,3.30168,train
2619,156.604,1.81968,137.191,25.5954,179.544,0.288157,395.4,182.567,70.9717,22.6882,276.918,319.758,188.021,113.975,1.42786,train
2620,153.518,1.1877,94.1219,8.10761,90.1606,0.29711,790.591,496.837,410.823,201.358,511.786,590.959,791.723,714.701,1.54477,train
2621,28.8957,2.33106,8.33112,18.3747,73.6979,0.34442,746.405,-32.9486,-22.9051,-20.6399,21.3194,24.6175,-9.00631,-8.65317,35.0106,test
2622,51.2675,1.21299,139.629,6.16004,199.198,0.267626,754.476,693.652,560.183,277.011,721.642,833.28,169.062,152.252,1.0455,train
2623,114.279,2.29353,94.461,29.8132,188.678,0.257634,423.431,65.1836,0.535742,-14.6387,138.256,159.645,56.5048,16.6532,3.06265,train
2624,88.5789,2.99652,149.625,4.60157,122.427,0.321471,861.23,176.773,31.7491,13.5737,282.669,326.398,159.544,62.5805,3.04678,train
2625,89.6674,1.55065,50.9704,0.8202,130.099,0.307991,647.838,120.743,70.5926,34.8862,148.708,171.713,86.6329,64.2321,4.35644,train
2626,74.4931,2.99961,81.5446,26.5134,182.92,0.279456,412.815,42.2797,-12.7516,-19.6325,107.235,123.824,28.7328,0.176121,3.84963,train
2627,54.7595,2.54429,120.789,19.0744,130.222,0.333584,734.095,119.808,18.0926,-0.490908,208.363,240.597,67.3928,26.3401,3.52316,train
2628,42.1931,2.13314,118.88,0.346022,178.646,0.284481,809.52,184.963,66.4286,33.0413,263.136,303.843,49.4525,28.7814,3.07644,test
2629,155.196,2.911,143.852,15.1341,85.6219,0.287453,375.124,148.028,19.3103,2.08812,252.776,291.88,342.175,121.676,1.48402,train
2630,147.62,1.35496,107.383,6.10417,192.324,0.264754,608.302,337.494,236.215,115.055,385.274,444.877,257.487,215.667,1.57888,train
2631,188.31,1.44546,10.9395,11.737,150.825,0.32574,266.696,-13.9988,-13.2012,-12.4691,2.64944,3.05931,-7.95772,-9.59441,100.661,train
2632,21.0068,2.8364,124.333,1.95619,128.615,0.330023,668.682,155.162,32.7846,15.4142,242.05,279.495,31.2137,13.1306,2.76258,train
2633,152.943,2.84375,20.3782,21.6328,176.429,0.316542,884.729,-23.2413,-21.9868,-21.8098,2.4795,2.86308,-8.57092,-20.302,356.817,train
2634,109.649,2.67171,42.5151,18.6033,131.829,0.274592,748.846,13.0998,-10.812,-14.7077,48.1639,55.6149,23.965,-3.70008,15.5479,train
2635,199.676,1.77148,76.6195,6.15231,104.755,0.296287,316.167,130.23,59.7624,26.805,179.137,206.849,276.366,181.134,1.76495,train
2636,181.239,2.12983,142.567,1.21646,154.802,0.295662,355.536,220.079,78.7284,38.756,314.06,362.645,293.598,168.639,1.13206,train
2637,42.7193,2.10288,86.7833,16.2238,98.8502,0.281111,739.198,95.5734,25.0138,4.39503,157.925,182.357,51.3122,25.7541,4.68068,test
2638,93.4766,1.4918,25.7315,15.8822,87.9946,0.305803,839.605,10.0414,0.192129,-7.84503,30.9802,35.7729,21.5744,11.8031,27.1014,train
2639,100.437,1.62881,16.507,20.9994,95.4144,0.337093,558.537,-30.927,-26.4347,-23.717,12.4881,14.42,-18.282,-19.4792,44.7256,train
2640,173.727,2.75283,13.4491,21.1694,73.8724,0.251329,769.47,-31.237,-23.5167,-22.343,15.4047,17.7879,-52.3054,-81.4463,49.9502,train
2641,122.694,2.5461,14.1309,17.8188,74.2207,0.268031,628.88,-22.852,-19.1641,-18.4914,7.5527,8.72111,-23.3223,-39.6982,83.2656,train
2642,124.824,1.66924,11.6988,21.055,120.697,0.334107,663.114,-40.8864,-31.5301,-26.2926,25.2771,29.1875,-29.1571,-27.1221,26.2337,train
2643,128.627,1.35454,77.1946,6.58632,109.043,0.261712,672.978,233.188,162.58,77.9967,268.799,310.383,274.82,229.91,2.50365,test
2644,129.942,1.27752,45.1141,28.6837,149.468,0.342107,709.717,39.7371,23.3066,-2.68852,73.4833,84.8512,48.7632,37.805,9.65822,train
2645,192.729,1.26304,39.2467,1.3278,206.359,0.296032,445.77,163.99,126.071,62.3716,176.008,203.237,146.765,127.399,2.53267,train
2646,136.441,2.1323,40.192,16.2989,200.234,0.33534,449.616,21.0675,-2.82557,-9.56225,53.0524,61.2596,25.7246,8.49506,8.47495,test
2647,66.5227,1.59352,119.716,5.47583,121.614,0.314264,513.221,257.194,142.954,68.7392,326.414,376.91,149.448,107.277,1.5723,train
2648,130.764,1.40692,7.91779,26.5771,191.594,0.31605,883.975,-83.3389,-64.6796,-45.6283,65.3166,75.4211,-45.3291,-40.1945,13.5337,train
2649,177.877,2.08055,113.126,15.3985,147.463,0.287313,609.021,141.047,43.3196,13.9606,220.12,254.173,204.506,109.755,2.76676,train
2650,126.26,1.96963,20.9858,2.27691,100.309,0.281189,318.811,29.4268,10.7178,4.22046,43.6586,50.4126,42.9735,25.2167,7.30236,train
2651,140.347,2.71082,129.1,7.69143,189.007,0.346456,866.715,151.965,30.5563,11.4325,243.41,281.065,143.113,58.8985,3.56073,train
2652,140.614,1.69635,82.5321,19.5231,96.2323,0.3355,350.306,110.602,47.5931,14.035,167.259,193.134,195.191,122.533,2.09439,train
2653,168.765,1.3348,142.463,11.057,129.59,0.330566,848.28,456.563,325.157,157.05,518.771,599.026,588.301,481.33,1.63517,train
2654,101.269,1.20756,84.0679,12.6861,77.425,0.332146,466.981,370.272,298.89,143.102,393.47,454.339,458.653,403.66,1.18683,train
2655,29.523,2.70303,10.8577,22.9277,145.984,0.303492,752.086,-38.8254,-26.7555,-24.8416,24.2208,27.9677,-5.66075,-6.70076,31.0513,train
2656,34.6921,2.90274,98.3923,11.0298,137.26,0.305153,784.979,99.8618,12.4993,0.734751,171.693,198.254,32.7718,11.4751,4.57199,train
2657,57.2776,1.43984,93.4152,2.80015,102.629,0.303079,301.605,256.695,166.08,81.64,303.205,350.111,145.254,114.257,0.994724,train
2658,59.0272,1.91331,22.909,20.3731,92.726,0.292581,723.933,-15.931,-18.4669,-19.42,6.0432,6.97808,-2.25749,-8.31165,119.793,train
2659,71.5822,2.35877,36.4534,25.8781,199.236,0.345401,581.113,-10.6684,-21.2437,-23.5609,22.3305,25.785,3.61463,-3.53173,26.0233,train
2660,176.273,2.26408,30.3755,24.8239,92.2733,0.293227,494.496,-16.5814,-22.1329,-23.4784,11.946,13.7941,-1.50908,-34.4688,41.3941,train
2661,106.148,2.62848,44.9138,19.8548,157.891,0.286665,264.222,13.6859,-11.3731,-15.614,50.7489,58.5997,20.8657,-2.1301,5.20646,train
2662,32.9523,2.60894,66.7498,16.7472,191.91,0.322867,799.625,50.4781,0.475492,-8.13586,101.522,117.228,12.819,3.812,7.87634,train
2663,51.4201,2.91199,80.8241,0.695525,127.612,0.347818,519.643,100.859,20.7302,10.0173,157.342,181.683,50.5635,20.5195,3.30263,test
2664,183.231,2.94099,70.7412,9.41943,102.033,0.275878,803.789,67.9354,6.6136,-1.40292,120.097,138.677,157.739,50.6975,6.69281,train
2665,193.99,2.97993,86.3768,18.4614,157.357,0.267415,665.138,66.6913,-1.22404,-9.84273,132.561,153.068,113.938,23.3091,5.0176,train
2666,108.656,2.20383,85.3881,16.4789,76.299,0.346857,873.824,88.1636,19.2544,1.38771,150.3,173.552,167.044,76.8564,5.81386,train
2667,148.762,1.60927,39.4452,17.1649,168.827,0.265329,309.764,33.1455,10.8651,-3.14988,62.8654,72.5907,39.1645,23.05,4.92742,train
2668,34.2353,2.34025,43.6401,21.3446,183.049,0.28371,347.298,10.9114,-11.3841,-16.3644,47.243,54.5515,5.22469,-0.300137,7.35132,train
2669,186.473,2.30845,71.4628,9.51569,202.422,0.265692,457.335,81.0515,19.1044,4.79435,132.081,152.514,90.9828,43.2942,3.46253,train
2670,81.3217,2.85409,96.8903,14.8825,186.398,0.336721,407.653,90.078,8.07016,-3.40617,161.919,186.968,54.0333,17.7169,2.51763,train
2671,196.357,2.0875,63.9493,4.37258,180.44,0.347534,560.931,90.6912,31.1145,13.371,133.923,154.64,117.819,63.577,4.18847,train
2672,122.819,2.1911,76.8389,27.4538,113.392,0.286633,363.669,47.9173,-1.46779,-14.4608,108.042,124.756,80.2461,25.0291,3.36599,train
2673,35.9248,1.6492,135.287,24.477,92.9088,0.308454,464.967,215.192,104.382,39.9526,303.524,350.479,94.5782,63.5197,1.5319,train
2674,187.227,2.0617,133.501,8.63067,157.217,0.27668,708.432,193.068,68.1982,29.7838,282.817,326.569,264.096,153.073,2.50491,train
2675,187.489,2.60365,8.34933,1.60408,177.394,0.338614,535.871,7.47557,0.730325,-0.436878,13.7048,15.8249,11.0454,3.91147,39.1011,train
2676,167.846,2.31936,79.5774,9.92735,79.902,0.332969,543.903,91.5305,21.8804,5.97655,148.184,171.108,243.754,113.014,3.67046,train
2677,143.998,2.06034,125.493,27.8698,124.087,0.314401,714.607,129.922,32.2986,2.21439,221.196,255.415,195.748,96.51,3.23065,test
2678,162.919,1.53921,67.497,1.08976,129.18,0.310918,413.42,162.321,95.9134,47.4118,199.028,229.818,212.591,158.231,2.0772,train
2679,56.2615,1.56212,67.6726,7.84798,116.244,0.320948,552.242,135.054,75.2297,33.6908,175.567,202.727,70.6445,50.6072,3.14548,train
2680,131.819,1.39884,130.958,0.173942,135.884,0.269866,868.509,404.004,273.22,136.523,463.29,534.961,390.462,320.826,1.87465,test
2681,194.512,1.1763,115.711,29.414,155.879,0.256254,606.806,506.709,420.411,195.499,539.032,622.42,606.778,554.626,1.12573,test
2682,26.0815,2.96541,26.343,19.0563,154.872,0.316778,792.902,-9.89986,-17.1865,-18.1214,14.2401,16.4431,0.704862,-2.70141,55.6808,test
2683,196.712,2.64915,9.34532,2.52987,132.496,0.305405,398.736,6.5506,-0.26485,-1.39736,13.7663,15.8959,14.5964,3.67566,28.9647,train
2684,159.853,1.57276,7.8847,28.2571,125.709,0.346132,846.44,-76.28,-55.9076,-42.0824,59.2321,68.3953,-75.0058,-63.1197,14.2902,train
